Feature_A,Feature_B,Correlation,Abs_Correlation
Fwd Pkt Len Max,Flow Pkts/s,-0.1318139134359633,0.1318139134359633
Fwd Pkts/s,Pkt Len Max,-0.13143716448618795,0.13143716448618795
Bwd Pkt Len Std,Flow Pkts/s,-0.13143397982587687,0.13143397982587687
Fwd Pkt Len Max,Flow IAT Mean,-0.13082944378185787,0.13082944378185787
Idle Mean,Idle Std,0.13032895439901626,0.13032895439901626
Fwd IAT Tot,PSH Flag Cnt,0.13006282495711144,0.13006282495711144
Pkt Len Mean,Idle Std,0.129182183606018,0.129182183606018
ECE Flag Cnt,Fwd Seg Size Min,0.12912659254830744,0.12912659254830744
RST Flag Cnt,Fwd Seg Size Min,0.12912428447189067,0.12912428447189067
Bwd Pkts/s,Pkt Len Std,-0.12909144911020412,0.12909144911020412
Flow IAT Min,Down/Up Ratio,-0.12894959279612236,0.12894959279612236
Fwd Pkt Len Min,Flow IAT Max,-0.1287990730970203,0.1287990730970203
Bwd Pkt Len Max,SYN Flag Cnt,-0.1285800299641059,0.1285800299641059
Bwd Pkt Len Max,Fwd PSH Flags,-0.1285800299641059,0.1285800299641059
Dst Port,Bwd IAT Tot,-0.1280584569186896,0.1280584569186896
Bwd IAT Tot,ACK Flag Cnt,-0.1276728684319614,0.1276728684319614
Bwd IAT Mean,Pkt Len Max,0.1274577979294047,0.1274577979294047
Fwd IAT Mean,Bwd IAT Mean,0.12744052848772286,0.12744052848772286
Fwd Pkts/s,Pkt Len Std,-0.12741065248179734,0.12741065248179734
Fwd Pkt Len Min,Bwd IAT Tot,-0.12738559987149872,0.12738559987149872
Dst Port,Bwd Pkt Len Std,-0.1273007979158089,0.1273007979158089
Bwd Pkts/s,Pkt Len Mean,-0.12724897206770028,0.12724897206770028
Bwd Pkt Len Min,Bwd IAT Tot,-0.12699011852618325,0.12699011852618325
Bwd Pkt Len Min,Idle Max,-0.12695214200755633,0.12695214200755633
Fwd IAT Std,Fwd Seg Size Avg,0.1266121132098726,0.1266121132098726
Fwd Pkt Len Mean,Fwd IAT Std,0.1266121132098726,0.1266121132098726
Bwd Pkt Len Min,Bwd IAT Std,-0.12595808832854888,0.12595808832854888
Pkt Len Min,Idle Min,-0.12562025239709224,0.12562025239709224
Bwd Pkt Len Min,Idle Mean,-0.12555583045170807,0.12555583045170807
Fwd IAT Min,Down/Up Ratio,-0.12552134623934408,0.12552134623934408
Dst Port,Pkt Size Avg,-0.12520095855729088,0.12520095855729088
Bwd Pkt Len Min,Fwd IAT Mean,-0.12518854646562702,0.12518854646562702
Flow IAT Std,Fwd IAT Mean,0.12477842018362378,0.12477842018362378
Fwd IAT Tot,Bwd IAT Min,0.12467010393369438,0.12467010393369438
Bwd Pkt Len Max,Fwd Pkts/s,-0.1245912913445151,0.1245912913445151
Fwd Pkt Len Min,Fwd IAT Max,-0.12457147171354171,0.12457147171354171
Fwd Pkt Len Std,Src Port,0.1241819530484826,0.1241819530484826
Fwd Pkts/s,Pkt Len Mean,-0.12398169441694712,0.12398169441694712
Fwd IAT Mean,Pkt Len Mean,-0.12342562919552238,0.12342562919552238
Bwd IAT Std,ACK Flag Cnt,-0.1231277088238067,0.1231277088238067
Bwd Pkt Len Std,SYN Flag Cnt,-0.12281229445524135,0.12281229445524135
Bwd Pkt Len Std,Fwd PSH Flags,-0.12281229445524135,0.12281229445524135
Fwd PSH Flags,Pkt Len Max,-0.12274796217777427,0.12274796217777427
Pkt Len Max,SYN Flag Cnt,-0.12274796217777424,0.12274796217777424
Bwd Pkt Len Max,Bwd Pkts/s,-0.1226771719191928,0.1226771719191928
Bwd Pkt Len Std,URG Flag Cnt,-0.12255761141903189,0.12255761141903189
TotLen Bwd Pkts,Down/Up Ratio,0.12251645499109451,0.12251645499109451
Down/Up Ratio,Subflow Bwd Byts,0.12251487072588917,0.12251487072588917
Bwd Pkt Len Min,Idle Min,-0.1224937473773834,0.1224937473773834
Fwd Pkt Len Std,Flow IAT Mean,-0.12222159256500932,0.12222159256500932
Bwd Pkt Len Std,Flow IAT Mean,-0.12163305653693737,0.12163305653693737
Pkt Size Avg,Idle Std,0.1212432476077559,0.1212432476077559
Fwd Pkts/s,Bwd Seg Size Avg,-0.12117173123536198,0.12117173123536198
Bwd Pkt Len Mean,Fwd Pkts/s,-0.12117173123536198,0.12117173123536198
Bwd Pkt Len Min,Flow IAT Mean,-0.1206036779943949,0.1206036779943949
Pkt Len Min,Idle Mean,-0.1203908368621106,0.1203908368621106
Fwd Pkt Len Std,Flow IAT Std,0.12020659184620779,0.12020659184620779
Bwd Pkt Len Mean,Flow IAT Max,0.11972432984697512,0.11972432984697512
Flow IAT Max,Bwd Seg Size Avg,0.11972432984697506,0.11972432984697506
Fwd IAT Mean,Pkt Len Std,-0.11912033065106008,0.11912033065106008
Bwd IAT Std,Pkt Len Min,-0.11898869110596066,0.11898869110596066
Bwd Pkts/s,Bwd Seg Size Avg,-0.1186743741945258,0.1186743741945258
Bwd Pkt Len Mean,Bwd Pkts/s,-0.1186743741945258,0.1186743741945258
Protocol,Fwd PSH Flags,-0.11865143825887213,0.11865143825887213
Protocol,SYN Flag Cnt,-0.11865143825887213,0.11865143825887213
Flow Duration,Active Min,0.11846903039385821,0.11846903039385821
Fwd Pkt Len Min,Fwd Seg Size Avg,0.11846467216760917,0.11846467216760917
Fwd Pkt Len Min,Fwd Pkt Len Mean,0.11846467216760917,0.11846467216760917
Fwd Pkt Len Std,Flow Pkts/s,-0.11840943594369192,0.11840943594369192
Fwd Pkt Len Min,Idle Min,-0.11836650717452186,0.11836650717452186
Fwd IAT Mean,Pkt Len Max,-0.11769039798780663,0.11769039798780663
Bwd Pkt Len Mean,Idle Max,0.1176171011091625,0.1176171011091625
Bwd Seg Size Avg,Idle Max,0.11761710110916246,0.11761710110916246
Bwd Header Len,Pkt Len Var,0.11760634277190446,0.11760634277190446
Fwd Pkt Len Max,URG Flag Cnt,-0.11752732025255032,0.11752732025255032
Fwd Pkt Len Min,Pkt Size Avg,0.11743832587462749,0.11743832587462749
Bwd IAT Max,Pkt Len Min,-0.11729714794894826,0.11729714794894826
Active Max,Src Port,-0.11649860752089462,0.11649860752089462
Fwd IAT Min,Pkt Len Var,-0.11589638237964901,0.11589638237964901
Protocol,URG Flag Cnt,-0.11569665446402158,0.11569665446402158
Fwd IAT Mean,Bwd IAT Min,0.11561267437261218,0.11561267437261218
Fwd Pkt Len Max,Bwd Pkts/s,-0.11520485257452791,0.11520485257452791
URG Flag Cnt,Fwd Seg Size Min,0.1148406490648948,0.1148406490648948
Bwd Pkt Len Mean,Fwd IAT Mean,-0.1148334638359641,0.1148334638359641
Fwd IAT Mean,Bwd Seg Size Avg,-0.1148334638359641,0.1148334638359641
Fwd Pkt Len Std,Down/Up Ratio,-0.11471286705669866,0.11471286705669866
Flow IAT Min,Pkt Len Var,-0.11420596023363573,0.11420596023363573
Bwd Pkt Len Std,Bwd IAT Mean,0.11394044196619545,0.11394044196619545
Fwd IAT Tot,Active Min,0.11391718323196733,0.11391718323196733
Fwd IAT Std,RST Flag Cnt,0.11390869770061253,0.11390869770061253
Fwd IAT Std,ECE Flag Cnt,0.1139032414933015,0.1139032414933015
Bwd Pkt Len Std,Fwd Pkts/s,-0.11385582413028274,0.11385582413028274
Tot Bwd Pkts,Pkt Len Var,0.1137520722155923,0.1137520722155923
Pkt Len Var,Subflow Bwd Pkts,0.1137520722155923,0.1137520722155923
Bwd Pkt Len Mean,Fwd IAT Max,0.11373059498960146,0.11373059498960146
Fwd IAT Max,Bwd Seg Size Avg,0.11373059498960146,0.11373059498960146
FIN Flag Cnt,Src Port,-0.1137115158014368,0.1137115158014368
Fwd Pkt Len Min,Idle Mean,-0.1135136376254096,0.1135136376254096
Down/Up Ratio,Init Fwd Win Byts,-0.1134047312797215,0.1134047312797215
Fwd Pkt Len Max,Fwd IAT Mean,-0.11337169295431049,0.11337169295431049
Flow Byts/s,Bwd Pkts/s,0.11322660106745434,0.11322660106745434
Bwd Pkt Len Min,Flow IAT Min,-0.11304233579243107,0.11304233579243107
Fwd Pkt Len Max,Fwd Pkts/s,-0.11290331083631745,0.11290331083631745
ACK Flag Cnt,Idle Min,0.11270985274720548,0.11270985274720548
Bwd Pkt Len Min,Fwd IAT Min,-0.11258255476515623,0.11258255476515623
Fwd Pkt Len Std,Bwd IAT Max,0.11243425988617653,0.11243425988617653
Bwd Pkt Len Mean,Idle Mean,0.1120914776665032,0.1120914776665032
Bwd Seg Size Avg,Idle Mean,0.11209147766650317,0.11209147766650317
Bwd Pkt Len Std,Bwd Pkts/s,-0.11205366029084678,0.11205366029084678
Fwd Pkt Len Min,Bwd IAT Std,-0.11202617113507574,0.11202617113507574
Flow IAT Max,Pkt Len Mean,0.11084621763955435,0.11084621763955435
Protocol,Flow Pkts/s,-0.11018898547809423,0.11018898547809423
Pkt Len Min,Idle Max,-0.11013842839637492,0.11013842839637492
Fwd Pkt Len Min,Bwd IAT Max,-0.11002451564489707,0.11002451564489707
Bwd IAT Mean,Pkt Len Std,0.11000169061624487,0.11000169061624487
Init Bwd Win Byts,Fwd Seg Size Min,0.10992988289836861,0.10992988289836861
SYN Flag Cnt,Bwd Seg Size Avg,-0.10957618137706779,0.10957618137706779
Bwd Pkt Len Mean,SYN Flag Cnt,-0.10957618137706779,0.10957618137706779
Fwd PSH Flags,Bwd Seg Size Avg,-0.10957618137706779,0.10957618137706779
Bwd Pkt Len Mean,Fwd PSH Flags,-0.10957618137706779,0.10957618137706779
ACK Flag Cnt,Idle Mean,0.10931030074098168,0.10931030074098168
Dst Port,Fwd Pkt Len Mean,0.10918967946294544,0.10918967946294544
Dst Port,Fwd Seg Size Avg,0.10918967946294543,0.10918967946294543
Dst Port,Fwd PSH Flags,0.10874989694887062,0.10874989694887062
Dst Port,SYN Flag Cnt,0.10874989694887062,0.10874989694887062
Dst Port,Pkt Len Mean,-0.10873503644010155,0.10873503644010155
Bwd Pkts/s,Down/Up Ratio,0.10847174741288743,0.10847174741288743
Pkt Len Mean,Idle Max,0.10842686779867598,0.10842686779867598
Fwd Pkt Len Std,Fwd IAT Mean,-0.10835519981967116,0.10835519981967116
Fwd IAT Tot,Init Fwd Win Byts,0.10773094520077527,0.10773094520077527
Bwd Pkt Len Max,Idle Max,0.10735287708288717,0.10735287708288717
Active Mean,Src Port,-0.10732230598164563,0.10732230598164563
Bwd Pkt Len Min,URG Flag Cnt,-0.107208711962271,0.107208711962271
Bwd IAT Tot,Bwd Header Len,0.10709529901279073,0.10709529901279073
Flow Duration,Init Fwd Win Byts,0.10709186578328041,0.10709186578328041
Flow Pkts/s,Pkt Len Var,-0.1070212600806878,0.1070212600806878
Fwd PSH Flags,Pkt Len Std,-0.10698241936498792,0.10698241936498792
Pkt Len Std,SYN Flag Cnt,-0.1069824193649879,0.1069824193649879
Bwd Pkt Len Max,Fwd IAT Mean,-0.10659256932147576,0.10659256932147576
Idle Max,Src Port,-0.10649684599368064,0.10649684599368064
Pkt Len Var,Idle Std,0.1061878081737969,0.1061878081737969
Idle Mean,Src Port,-0.10602324704121292,0.10602324704121292
Idle Min,Src Port,-0.10597895426240808,0.10597895426240808
Bwd Pkt Len Max,Flow IAT Max,0.1059472791225084,0.1059472791225084
Fwd IAT Min,ECE Flag Cnt,-0.10587662527207346,0.10587662527207346
Fwd IAT Min,RST Flag Cnt,-0.10587453528166707,0.10587453528166707
Fwd Pkt Len Std,Bwd Pkts/s,-0.10584508923025789,0.10584508923025789
Init Bwd Win Byts,Idle Max,-0.10578313057229739,0.10578313057229739
ACK Flag Cnt,Idle Max,0.10527924869250983,0.10527924869250983
Fwd IAT Max,Pkt Len Mean,0.1051922941656859,0.1051922941656859
Flow IAT Max,Init Bwd Win Byts,-0.10516833820704845,0.10516833820704845
Active Std,Src Port,-0.10475823392036998,0.10475823392036998
Init Bwd Win Byts,Idle Mean,-0.10466536891879047,0.10466536891879047
Dst Port,Bwd IAT Max,-0.10430775527828114,0.10430775527828114
Flow IAT Min,ECE Flag Cnt,-0.10430704576217185,0.10430704576217185
Flow IAT Min,RST Flag Cnt,-0.10430499471771115,0.10430499471771115
Fwd Pkt Len Min,Idle Max,-0.10395648242940918,0.10395648242940918
Bwd Pkt Len Mean,Idle Min,0.1034545757359386,0.1034545757359386
Bwd Seg Size Avg,Idle Min,0.10345457573593858,0.10345457573593858
Fwd IAT Mean,Pkt Len Min,-0.10322379890617023,0.10322379890617023
Bwd Pkt Len Max,Idle Mean,0.10316923482860896,0.10316923482860896
Fwd Pkt Len Std,URG Flag Cnt,-0.10293770082020912,0.10293770082020912
Bwd Pkt Len Min,Flow Pkts/s,-0.10281130437681196,0.10281130437681196
Init Bwd Win Byts,Idle Min,-0.10269809918295635,0.10269809918295635
Bwd Pkt Len Std,Flow IAT Max,0.10239981099781253,0.10239981099781253
URG Flag Cnt,Down/Up Ratio,0.10231317796589892,0.10231317796589892
Fwd Pkt Len Max,Down/Up Ratio,-0.10221736141009939,0.10221736141009939
Bwd Pkts/s,Init Fwd Win Byts,0.1021633146447733,0.1021633146447733
Tot Bwd Pkts,Bwd IAT Tot,0.10201410380927928,0.10201410380927928
Bwd IAT Tot,Subflow Bwd Pkts,0.10201410380927928,0.10201410380927928
Fwd PSH Flags,ECE Flag Cnt,-0.10170109213424697,0.10170109213424697
SYN Flag Cnt,ECE Flag Cnt,-0.10170109213424697,0.10170109213424697
SYN Flag Cnt,RST Flag Cnt,-0.10169910921415233,0.10169910921415233
Fwd PSH Flags,RST Flag Cnt,-0.10169910921415233,0.10169910921415233
Bwd Pkt Len Max,Fwd IAT Max,0.10155056687661512,0.10155056687661512
Flow IAT Max,Pkt Len Std,0.10048699882821573,0.10048699882821573
Fwd Pkt Len Std,Fwd Pkts/s,-0.10040047688685445,0.10040047688685445
Bwd Pkt Len Mean,Idle Std,0.10007686894192507,0.10007686894192507
Bwd Seg Size Avg,Idle Std,0.10007686894192507,0.10007686894192507
SYN Flag Cnt,Down/Up Ratio,-0.09952490897360429,0.09952490897360429
Fwd PSH Flags,Down/Up Ratio,-0.09952490897360429,0.09952490897360429
Fwd IAT Max,Down/Up Ratio,-0.09918883765317266,0.09918883765317266
Protocol,Bwd IAT Mean,-0.09917919906995076,0.09917919906995076
RST Flag Cnt,URG Flag Cnt,-0.0991664902736134,0.0991664902736134
URG Flag Cnt,ECE Flag Cnt,-0.09909136542489899,0.09909136542489899
Pkt Len Mean,Idle Mean,0.09887943033446808,0.09887943033446808
Fwd IAT Max,Init Bwd Win Byts,-0.09882727903492505,0.09882727903492505
Pkt Len Var,URG Flag Cnt,-0.09881019149954995,0.09881019149954995
Fwd Pkts/s,ACK Flag Cnt,0.09856460637083746,0.09856460637083746
Bwd IAT Max,ACK Flag Cnt,-0.09840821030710345,0.09840821030710345
Pkt Len Min,Pkt Size Avg,0.09828025741381315,0.09828025741381315
Bwd Pkt Len Std,Fwd IAT Mean,-0.09797653868817488,0.09797653868817488
Flow Pkts/s,RST Flag Cnt,-0.09779150240761196,0.09779150240761196
Flow Pkts/s,ECE Flag Cnt,-0.09778768219129415,0.09778768219129415
Fwd Pkt Len Mean,Bwd IAT Std,0.0977046499610483,0.0977046499610483
Bwd IAT Std,Fwd Seg Size Avg,0.09770464996104829,0.09770464996104829
Dst Port,Bwd IAT Std,-0.09764263327814116,0.09764263327814116
Flow IAT Std,RST Flag Cnt,0.09754708035023868,0.09754708035023868
Flow IAT Std,ECE Flag Cnt,0.09754169066715361,0.09754169066715361
Bwd Pkt Len Std,Idle Max,0.0973755171401591,0.0973755171401591
Fwd Pkt Len Min,Fwd IAT Mean,-0.09729886470613816,0.09729886470613816
Fwd IAT Mean,Init Bwd Win Byts,-0.09728185718141714,0.09728185718141714
Flow IAT Mean,Pkt Len Var,-0.0970252673923283,0.0970252673923283
Protocol,Fwd Pkts/s,-0.09643887350002929,0.09643887350002929
Flow IAT Mean,ECE Flag Cnt,-0.09641313894966007,0.09641313894966007
Flow IAT Mean,RST Flag Cnt,-0.09641052982305846,0.09641052982305846
Bwd Pkt Len Std,Fwd IAT Max,0.09635117328462271,0.09635117328462271
Fwd Pkt Len Mean,Flow IAT Std,0.09630767347163342,0.09630767347163342
Flow IAT Std,Fwd Seg Size Avg,0.09630767347163342,0.09630767347163342
Flow IAT Mean,Init Bwd Win Byts,-0.09623751229235497,0.09623751229235497
Dst Port,FIN Flag Cnt,0.09621018380741667,0.09621018380741667
Pkt Len Std,Idle Max,0.09609713744957948,0.09609713744957948
Fwd PSH Flags,Init Fwd Win Byts,-0.09606368398312613,0.09606368398312613
SYN Flag Cnt,Init Fwd Win Byts,-0.09606368398312613,0.09606368398312613
Flow Duration,Init Bwd Win Byts,-0.09580802385428597,0.09580802385428597
Bwd Pkt Len Max,Idle Min,0.09532394166695696,0.09532394166695696
Flow IAT Mean,Pkt Len Min,-0.0952798787945371,0.0952798787945371
Fwd IAT Max,Pkt Len Std,0.09480805912542553,0.09480805912542553
Dst Port,Flow Byts/s,0.09434651053067825,0.09434651053067825
Flow Pkts/s,Pkt Len Min,-0.09418666392050563,0.09418666392050563
Bwd Header Len,Pkt Len Std,0.09394234451157746,0.09394234451157746
TotLen Bwd Pkts,Pkt Len Var,0.09373115524040672,0.09373115524040672
Pkt Len Var,Subflow Bwd Byts,0.09373073626189832,0.09373073626189832
Bwd Pkt Len Std,Idle Mean,0.09371210352018795,0.09371210352018795
Fwd IAT Tot,Init Bwd Win Byts,-0.09351085719650125,0.09351085719650125
Fwd IAT Min,Init Bwd Win Byts,-0.09346589288895368,0.09346589288895368
Protocol,Active Max,-0.09312294964852146,0.09312294964852146
Fwd PSH Flags,Pkt Len Min,-0.0930765098618671,0.0930765098618671
Pkt Len Min,SYN Flag Cnt,-0.0930765098618671,0.0930765098618671
Fwd Pkts/s,Pkt Len Var,-0.09246155356952371,0.09246155356952371
Flow IAT Max,Pkt Len Max,0.09234531854153252,0.09234531854153252
Flow IAT Min,Init Bwd Win Byts,-0.09224592716328034,0.09224592716328034
Fwd PSH Flags,Pkt Len Var,-0.0921969023787279,0.0921969023787279
Pkt Len Var,SYN Flag Cnt,-0.09219690237872788,0.09219690237872788
Bwd Pkts/s,Pkt Len Var,-0.091900100969353,0.091900100969353
Protocol,Bwd Pkts/s,-0.09184126705437173,0.09184126705437173
Pkt Len Max,Idle Max,0.09157893964199003,0.09157893964199003
Pkt Len Min,URG Flag Cnt,-0.091416830716239,0.091416830716239
Pkt Len Std,Idle Mean,0.09128916894041984,0.09128916894041984
Flow IAT Min,Pkt Len Min,-0.09128691826444393,0.09128691826444393
Bwd Pkt Len Min,Bwd IAT Max,-0.09120483899566373,0.09120483899566373
Flow Duration,RST Flag Cnt,0.0912025447273179,0.0912025447273179
Flow Duration,ECE Flag Cnt,0.09119541643514453,0.09119541643514453
Fwd IAT Max,Src Port,-0.09097668111029014,0.09097668111029014
Fwd IAT Min,Pkt Len Min,-0.09079612959932604,0.09079612959932604
Bwd IAT Tot,Src Port,0.09061240451330616,0.09061240451330616
Fwd Pkt Len Min,Flow IAT Mean,-0.09010913671197528,0.09010913671197528
Bwd Pkt Len Max,Init Fwd Win Byts,0.08986824651006182,0.08986824651006182
Fwd IAT Std,Pkt Len Min,-0.0898265092935905,0.0898265092935905
Bwd Pkt Len Min,Fwd Pkts/s,-0.08982425692325459,0.08982425692325459
Bwd IAT Mean,Pkt Len Var,0.08973033291832247,0.08973033291832247
Bwd IAT Mean,PSH Flag Cnt,0.08953777768193884,0.08953777768193884
Fwd Pkt Len Max,SYN Flag Cnt,-0.08929081917697096,0.08929081917697096
Fwd Pkt Len Max,Fwd PSH Flags,-0.08929081917697096,0.08929081917697096
Pkt Len Std,Subflow Bwd Pkts,0.08920093618520086,0.08920093618520086
Tot Bwd Pkts,Pkt Len Std,0.08920093618520085,0.08920093618520085
Fwd IAT Max,Pkt Len Max,0.08878037410874454,0.08878037410874454
Fwd IAT Mean,Fwd IAT Std,0.08808672386714143,0.08808672386714143
Fwd Seg Size Min,Active Max,-0.08806238790379911,0.08806238790379911
Fwd Pkt Len Mean,Idle Min,-0.08795826112399428,0.08795826112399428
Fwd Seg Size Avg,Idle Min,-0.08795826112399428,0.08795826112399428
Pkt Len Std,Idle Std,0.087898025977973,0.087898025977973
Active Min,Idle Std,0.08751676721947942,0.08751676721947942
Flow IAT Max,Down/Up Ratio,-0.08751093425352799,0.08751093425352799
Pkt Len Mean,Idle Min,0.08749452483604561,0.08749452483604561
Fwd IAT Tot,RST Flag Cnt,0.08738624655606168,0.08738624655606168
Fwd IAT Tot,ECE Flag Cnt,0.08737929365564162,0.08737929365564162
Fwd IAT Mean,ECE Flag Cnt,-0.08723829326419179,0.08723829326419179
Fwd IAT Mean,RST Flag Cnt,-0.08723527506503387,0.08723527506503387
Dst Port,Flow Duration,-0.0870326062467157,0.0870326062467157
Fwd PSH Flags,Fwd Pkts/s,0.08695963136811034,0.08695963136811034
Fwd Pkts/s,SYN Flag Cnt,0.08695963136811034,0.08695963136811034
Pkt Len Max,Idle Mean,0.08693905439173427,0.08693905439173427
Flow IAT Max,Src Port,-0.0869226315814319,0.0869226315814319
Flow Byts/s,Src Port,-0.08677088583938793,0.08677088583938793
Bwd Pkt Len Std,Idle Min,0.08661650028048189,0.08661650028048189
Fwd Pkt Len Min,Flow IAT Min,-0.08643035072846185,0.08643035072846185
Bwd Pkt Len Min,Bwd Pkts/s,-0.08608271955919392,0.08608271955919392
Fwd Pkt Len Min,Fwd IAT Min,-0.08556817626940134,0.08556817626940134
Flow Duration,Bwd Header Len,0.08521291601666577,0.08521291601666577
Fwd Pkt Len Min,Fwd IAT Std,-0.08510489132071572,0.08510489132071572
Bwd Pkts/s,URG Flag Cnt,0.08500309460803539,0.08500309460803539
Fwd Pkts/s,RST Flag Cnt,-0.08464668338257222,0.08464668338257222
Fwd Pkts/s,ECE Flag Cnt,-0.08464469606190038,0.08464469606190038
Bwd IAT Std,Src Port,0.08436893474723405,0.08436893474723405
Fwd Pkt Len Min,URG Flag Cnt,-0.08411270537580767,0.08411270537580767
Bwd Pkt Len Max,Idle Std,0.08403145524591772,0.08403145524591772
Fwd IAT Std,Fwd Seg Size Min,0.0839141928709907,0.0839141928709907
Flow Pkts/s,Init Bwd Win Byts,-0.08383952426346568,0.08383952426346568
Bwd Pkts/s,RST Flag Cnt,-0.08364932197537994,0.08364932197537994
Bwd Pkts/s,ECE Flag Cnt,-0.08364312421904452,0.08364312421904452
Dst Port,Flow IAT Std,-0.08362143372547343,0.08362143372547343
Bwd Pkt Len Max,Bwd Header Len,0.08351682409952581,0.08351682409952581
Dst Port,Fwd IAT Tot,-0.08312863619720054,0.08312863619720054
Pkt Len Max,Idle Std,0.08312809576900256,0.08312809576900256
Bwd IAT Tot,Fwd Seg Size Avg,0.08312645314747633,0.08312645314747633
Fwd Pkt Len Mean,Bwd IAT Tot,0.08312645314747631,0.08312645314747631
Pkt Len Std,Idle Min,0.08311793376802085,0.08311793376802085
Protocol,Active Mean,-0.08305209911390599,0.08305209911390599
Fwd Seg Size Min,Active Std,-0.08295865379491482,0.08295865379491482
Bwd IAT Mean,Bwd Seg Size Avg,0.08262568297009161,0.08262568297009161
Bwd Pkt Len Mean,Bwd IAT Mean,0.08262568297009158,0.08262568297009158
Fwd Pkts/s,Pkt Len Min,-0.0824045436864675,0.0824045436864675
Fwd Seg Size Avg,Fwd Seg Size Min,0.08237422957721119,0.08237422957721119
Fwd Pkt Len Mean,Fwd Seg Size Min,0.08237422957721119,0.08237422957721119
Fwd Pkt Len Min,Flow Pkts/s,-0.08220460030486229,0.08220460030486229
Flow IAT Std,Pkt Len Min,-0.08216052957248263,0.08216052957248263
Pkt Size Avg,Idle Max,0.08210160776334922,0.08210160776334922
Flow IAT Max,Pkt Size Avg,0.08206437496767952,0.08206437496767952
Fwd Pkt Len Mean,Bwd IAT Max,0.08192376416804831,0.08192376416804831
Bwd IAT Max,Fwd Seg Size Avg,0.0819237641680483,0.0819237641680483
Fwd Seg Size Avg,Idle Mean,-0.08191990944281109,0.08191990944281109
Fwd Pkt Len Mean,Idle Mean,-0.08191990944281109,0.08191990944281109
Bwd IAT Mean,Pkt Len Min,-0.08176381050638984,0.08176381050638984
Flow Duration,Flow Pkts/s,-0.08146813349053234,0.08146813349053234
Flow Duration,Tot Bwd Pkts,0.08107339627864774,0.08107339627864774
Flow Duration,Subflow Bwd Pkts,0.08107339627864774,0.08107339627864774
Bwd IAT Std,Fwd Seg Size Min,0.08074325884842475,0.08074325884842475
Bwd Header Len,Pkt Len Max,0.08018608700823678,0.08018608700823678
Bwd IAT Max,Fwd PSH Flags,0.07996198685944512,0.07996198685944512
Bwd IAT Max,SYN Flag Cnt,0.07996198685944512,0.07996198685944512
Flow Pkts/s,Fwd IAT Tot,-0.07972096938414615,0.07972096938414615
Fwd PSH Flags,Init Bwd Win Byts,-0.0793847722224158,0.0793847722224158
SYN Flag Cnt,Init Bwd Win Byts,-0.0793847722224158,0.0793847722224158
Fwd Seg Size Min,Active Mean,-0.07932235236975406,0.07932235236975406
Fwd IAT Mean,Bwd IAT Max,0.07921416597404722,0.07921416597404722
Pkt Len Max,Idle Min,0.07902594072875865,0.07902594072875865
Bwd Pkts/s,Pkt Len Min,-0.07862802488870996,0.07862802488870996
Fwd IAT Tot,Bwd Header Len,0.07842730916871109,0.07842730916871109
Bwd Pkt Len Max,Subflow Bwd Pkts,0.07837305285805289,0.07837305285805289
Tot Bwd Pkts,Bwd Pkt Len Max,0.07837305285805289,0.07837305285805289
Dst Port,Bwd IAT Mean,-0.07784075917117456,0.07784075917117456
Flow Duration,Fwd Pkt Len Std,0.07718796962175954,0.07718796962175954
Fwd IAT Max,Pkt Size Avg,0.07685770334002937,0.07685770334002937
Fwd Pkt Len Min,Flow IAT Std,-0.07683820235241216,0.07683820235241216
Bwd IAT Tot,Active Max,0.07635501793686265,0.07635501793686265
Bwd Pkt Len Min,Flow IAT Std,-0.07630809671826182,0.07630809671826182
Bwd Pkt Len Std,Idle Std,0.07613396542212415,0.07613396542212415
Protocol,Active Std,-0.0760506503209679,0.0760506503209679
Flow IAT Std,Fwd Seg Size Min,0.07581898655348802,0.07581898655348802
Fwd Pkt Len Min,Bwd IAT Mean,-0.07562070777205221,0.07562070777205221
TotLen Bwd Pkts,Bwd IAT Tot,0.07548139137517412,0.07548139137517412
Bwd IAT Tot,Subflow Bwd Byts,0.07548015387311251,0.07548015387311251
Bwd IAT Mean,Pkt Len Mean,0.07543699575943032,0.07543699575943032
Fwd Pkt Len Std,Fwd IAT Tot,0.07506552437017087,0.07506552437017087
Bwd IAT Max,Src Port,0.07495986388206374,0.07495986388206374
Tot Bwd Pkts,Pkt Len Max,0.07477614978824519,0.07477614978824519
Pkt Len Max,Subflow Bwd Pkts,0.07477614978824519,0.07477614978824519
Fwd Pkt Len Min,Fwd Pkts/s,-0.07470353574564925,0.07470353574564925
Fwd IAT Tot,Subflow Bwd Pkts,0.07431833472904906,0.07431833472904906
Tot Bwd Pkts,Fwd IAT Tot,0.07431833472904906,0.07431833472904906
Bwd IAT Tot,Fwd Seg Size Min,0.0739997806773578,0.0739997806773578
Fwd Pkt Len Mean,Idle Max,-0.07398853565941783,0.07398853565941783
Fwd Seg Size Avg,Idle Max,-0.07398853565941783,0.07398853565941783
Dst Port,Fwd IAT Std,-0.07392046443565832,0.07392046443565832
Flow Pkts/s,Flow IAT Max,-0.07374287944309775,0.07374287944309775
Fwd Pkts/s,FIN Flag Cnt,0.07361006852198838,0.07361006852198838
Bwd Pkt Len Min,Pkt Size Avg,0.0735673591497915,0.0735673591497915
Bwd Pkt Len Min,Fwd IAT Std,-0.07346209969800646,0.07346209969800646
